station 404950,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1990-02-10T13,1990,02,10,13,2.09,132
2000-01-10T18,2000,01,10,18,2.09,133
1960-03-04T02,1960,03,04,02,2.06,134
1972-10-01T01,1972,10,01,01,2.06,135
1979-03-04T08,1979,03,04,08,2.06,136
1954-11-29T06,1954,11,29,06,2.04,137
1980-04-13T22,1980,04,13,22,2.04,138
1974-02-03T12,1974,02,03,12,2.03,139
1996-01-27T15,1996,01,27,15,2.02,140
2011-04-06T10,2011,04,06,10,2.02,141
1995-11-03T16,1995,11,03,16,2.01,142
1969-01-20T05,1969,01,20,05,2.00,143
1978-03-10T07,1978,03,10,07,2.00,144
1982-10-14T12,1982,10,14,12,2.00,145
1954-03-25T21,1954,03,25,21,1.99,146
1967-12-23T13,1967,12,23,13,1.99,147
1987-02-28T17,1987,02,28,17,1.99,148
1962-01-24T16,1962,01,24,16,1.98,149
2011-01-02T21,2011,01,02,21,1.98,150
1953-02-21T06,1953,02,21,06,1.97,151
1989-01-01T11,1989,01,01,11,1.97,152
1966-02-13T19,1966,02,13,19,1.96,153
1957-12-08T19,1957,12,08,19,1.95,154
1964-12-13T02,1964,12,13,02,1.94,155
1977-11-29T13,1977,11,29,13,1.93,156
1995-03-08T14,1995,03,08,14,1.93,157
1955-02-24T03,1955,02,24,03,1.92,158
1983-12-04T00,1983,12,04,00,1.92,159
1988-02-04T09,1988,02,04,09,1.91,160
1996-03-07T10,1996,03,07,10,1.91,161
1999-10-11T05,1999,10,11,05,1.90,162
1957-10-04T05,1957,10,04,05,1.89,163
1973-12-31T16,1973,12,31,16,1.89,164
1974-12-25T18,1974,12,25,18,1.89,165
1955-03-19T10,1955,03,19,10,1.88,166
1996-12-01T08,1996,12,01,08,1.88,167
2002-10-30T01,2002,10,30,01,1.88,168
2007-11-15T03,2007,11,15,03,1.88,169
1954-12-30T01,1954,12,30,01,1.87,170
1979-11-25T19,1979,11,25,19,1.87,171
1992-01-04T13,1992,01,04,13,1.87,172
1999-04-29T06,1999,04,29,06,1.87,173
1962-01-28T11,1962,01,28,11,1.86,174
1994-01-09T00,1994,01,09,00,1.86,175
1972-10-05T08,1972,10,05,08,1.85,176
1992-02-27T03,1992,02,27,03,1.84,177
2007-04-15T22,2007,04,15,22,1.84,178
1953-02-12T20,1953,02,12,20,1.83,179
1959-04-12T11,1959,04,12,11,1.83,180
1954-03-01T12,1954,03,01,12,1.82,181
1996-12-30T23,1996,12,30,23,1.82,182
2008-12-17T15,2008,12,17,15,1.82,183
1951-01-15T02,1951,01,15,02,1.81,184
1997-10-26T08,1997,10,26,08,1.81,185
1951-04-03T04,1951,04,03,04,1.80,186
1965-04-07T16,1965,04,07,16,1.80,187
1986-02-18T20,1986,02,18,20,1.80,188
1995-01-15T23,1995,01,15,23,1.80,189
2004-12-07T13,2004,12,07,13,1.80,190
2009-12-19T22,2009,12,19,22,1.80,191
1966-11-03T11,1966,11,03,11,1.79,192
1968-01-11T03,1968,01,11,03,1.79,193
1982-02-03T14,1982,02,03,14,1.79,194
1982-11-04T10,1982,11,04,10,1.79,195
1971-04-07T12,1971,04,07,12,1.78,196
1985-11-04T18,1985,11,04,18,1.78,197
1951-12-21T07,1951,12,21,07,1.77,198
2003-11-20T10,2003,11,20,10,1.77,199
1956-04-16T12,1956,04,16,12,1.76,200
1978-04-26T18,1978,04,26,18,1.76,201
1998-12-09T12,1998,12,09,12,1.76,202
2004-03-07T19,2004,03,07,19,1.76,203
1950-02-10T22,1950,02,10,22,1.75,204
1996-01-07T12,1996,01,07,12,1.75,205
2010-01-22T09,2010,01,22,09,1.75,206
1956-03-16T03,1956,03,16,03,1.73,207
1989-02-07T03,1989,02,07,03,1.73,208
1967-12-19T10,1967,12,19,10,1.72,209
1949-01-23T07,1949,01,23,07,1.71,210
1963-02-03T00,1963,02,03,00,1.71,211
1980-01-23T11,1980,01,23,11,1.71,212
2002-11-12T06,2002,11,12,06,1.71,213
2002-12-06T01,2002,12,06,01,1.71,214
2011-03-01T04,2011,03,01,04,1.71,215
1953-03-04T12,1953,03,04,12,1.70,216
1952-12-11T02,1952,12,11,02,1.69,217
1977-10-26T18,1977,10,26,18,1.69,218
1960-10-09T06,1960,10,09,06,1.68,219
1977-04-24T08,1977,04,24,08,1.68,220
2004-02-08T00,2004,02,08,00,1.68,221
1959-01-21T19,1959,01,21,19,1.67,222
1984-10-24T07,1984,10,24,07,1.67,223
1949-03-19T02,1949,03,19,02,1.66,224
1972-01-05T17,1972,01,05,17,1.66,225
1979-02-25T10,1979,02,25,10,1.65,226
1981-10-27T01,1981,10,27,01,1.65,227
2005-04-02T01,2005,04,02,01,1.65,228
2008-11-15T03,2008,11,15,03,1.65,229
1986-10-26T13,1986,10,26,13,1.64,230
1989-11-16T03,1989,11,16,03,1.64,231
2006-01-18T04,2006,01,18,04,1.64,232
1962-03-01T08,1962,03,01,08,1.63,233
1977-10-10T00,1977,10,10,00,1.63,234
1989-02-18T05,1989,02,18,05,1.63,235
