station 52220,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1960-02-14T18,1960,02,14,18,0.54,173
1967-10-16T12,1967,10,16,12,0.54,174
1970-04-11T21,1970,04,11,21,0.54,175
1980-04-30T23,1980,04,30,23,0.54,176
1981-12-22T15,1981,12,22,15,0.54,177
1984-04-11T05,1984,04,11,05,0.54,178
1993-10-30T05,1993,10,30,05,0.54,179
1950-04-30T09,1950,04,30,09,0.53,180
1959-10-13T20,1959,10,13,20,0.53,181
1976-03-29T14,1976,03,29,14,0.53,182
1976-04-30T20,1976,04,30,20,0.53,183
1986-04-19T01,1986,04,19,01,0.53,184
1990-03-29T21,1990,03,29,21,0.53,185
1993-11-14T17,1993,11,14,17,0.53,186
1964-03-03T19,1964,03,03,19,0.52,187
1977-04-20T06,1977,04,20,06,0.52,188
1979-12-23T11,1979,12,23,11,0.52,189
1992-04-16T12,1992,04,16,12,0.52,190
1995-02-12T13,1995,02,12,13,0.52,191
1953-11-19T13,1953,11,19,13,0.51,192
1955-03-25T10,1955,03,25,10,0.50,193
1958-02-12T10,1958,02,12,10,0.50,194
1966-02-13T12,1966,02,13,12,0.50,195
1969-04-16T13,1969,04,16,13,0.50,196
1982-10-09T14,1982,10,09,14,0.50,197
1988-12-16T15,1988,12,16,15,0.50,198
1998-04-03T15,1998,04,03,15,0.50,199
1999-04-03T17,1999,04,03,17,0.50,200
1999-11-23T17,1999,11,23,17,0.50,201
2001-01-29T08,2001,01,29,08,0.50,202
2005-04-11T06,2005,04,11,06,0.50,203
2005-04-21T18,2005,04,21,18,0.50,204
2006-10-21T17,2006,10,21,17,0.50,205
2006-12-21T10,2006,12,21,10,0.50,206
2006-12-30T16,2006,12,30,16,0.50,207
2009-10-23T09,2009,10,23,09,0.50,208
2012-10-25T20,2012,10,25,20,0.50,209
1953-11-04T08,1953,11,04,08,0.49,210
1964-11-16T09,1964,11,16,09,0.49,211
1987-04-14T03,1987,04,14,03,0.49,212
1991-10-01T15,1991,10,01,15,0.49,213
1952-11-17T22,1952,11,17,22,0.48,214
1955-04-12T21,1955,04,12,21,0.48,215
1959-02-05T18,1959,02,05,18,0.48,216
1951-01-30T22,1951,01,30,22,0.47,217
1968-01-24T02,1968,01,24,02,0.47,218
1974-11-04T01,1974,11,04,01,0.47,219
1957-04-17T05,1957,04,17,05,0.46,220
1958-03-02T02,1958,03,02,02,0.46,221
1961-11-13T12,1961,11,13,12,0.46,222
1968-04-22T13,1968,04,22,13,0.46,223
1971-03-05T21,1971,03,05,21,0.46,224
1974-01-22T08,1974,01,22,08,0.46,225
1974-02-19T10,1974,02,19,10,0.46,226
1979-12-28T10,1979,12,28,10,0.46,227
1989-12-11T09,1989,12,11,09,0.46,228
1960-03-15T16,1960,03,15,16,0.45,229
1963-11-17T22,1963,11,17,22,0.45,230
1965-02-15T23,1965,02,15,23,0.45,231
1965-10-19T21,1965,10,19,21,0.45,232
1972-03-29T07,1972,03,29,07,0.45,233
1975-03-28T00,1975,03,28,00,0.45,234
1990-10-20T17,1990,10,20,17,0.45,235
1958-02-28T23,1958,02,28,23,0.44,236
1967-12-28T13,1967,12,28,13,0.44,237
1976-02-20T19,1976,02,20,19,0.44,238
