station 356751,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1967-10-28T15,1967,10,28,15,1.45,243
1970-12-16T04,1970,12,16,04,1.45,244
2003-11-20T21,2003,11,20,21,1.45,245
2012-03-14T12,2012,03,14,12,1.45,246
1961-10-27T20,1961,10,27,20,1.44,247
1971-01-01T00,1971,01,01,00,1.43,248
1955-02-08T18,1955,02,08,18,1.42,249
1961-03-14T02,1961,03,14,02,1.42,250
1961-04-22T20,1961,04,22,20,1.42,251
1975-10-30T07,1975,10,30,07,1.42,252
1984-04-08T21,1984,04,08,21,1.42,253
1992-10-31T12,1992,10,31,12,1.42,254
2002-12-17T09,2002,12,17,09,1.42,255
1950-10-06T21,1950,10,06,21,1.41,256
1981-11-13T02,1981,11,13,02,1.41,257
2000-12-23T12,2000,12,23,12,1.41,258
2001-11-14T04,2001,11,14,04,1.41,259
2003-10-11T09,2003,10,11,09,1.41,260
2006-11-03T23,2006,11,03,23,1.41,261
2007-11-19T00,2007,11,19,00,1.41,262
1980-02-02T22,1980,02,02,22,1.40,263
1980-12-21T22,1980,12,21,22,1.39,264
1950-11-25T09,1950,11,25,09,1.38,265
1953-01-26T10,1953,01,26,10,1.38,266
1960-02-08T04,1960,02,08,04,1.38,267
1965-11-04T20,1965,11,04,20,1.38,268
1965-11-13T03,1965,11,13,03,1.38,269
1975-12-08T08,1975,12,08,08,1.38,270
1979-11-24T03,1979,11,24,03,1.38,271
1961-02-01T21,1961,02,01,21,1.37,272
1962-10-09T06,1962,10,09,06,1.37,273
1978-11-20T02,1978,11,20,02,1.37,274
1979-03-05T02,1979,03,05,02,1.37,275
1993-04-03T12,1993,04,03,12,1.37,276
1998-03-23T11,1998,03,23,11,1.37,277
1967-12-05T03,1967,12,05,03,1.36,278
1991-11-05T18,1991,11,05,18,1.36,279
1997-11-21T02,1997,11,21,02,1.36,280
1952-12-11T09,1952,12,11,09,1.35,281
1983-02-10T20,1983,02,10,20,1.35,282
1997-12-17T09,1997,12,17,09,1.35,283
1953-02-17T18,1953,02,17,18,1.34,284
1957-11-14T01,1957,11,14,01,1.34,285
1958-11-14T09,1958,11,14,09,1.34,286
1972-01-11T20,1972,01,11,20,1.34,287
1996-10-25T15,1996,10,25,15,1.34,288
1964-12-01T21,1964,12,01,21,1.33,289
1964-12-27T14,1964,12,27,14,1.33,290
1985-11-08T09,1985,11,08,09,1.33,291
1994-01-02T14,1994,01,02,14,1.33,292
1949-10-06T04,1949,10,06,04,1.32,293
1951-01-03T17,1951,01,03,17,1.32,294
1979-12-19T07,1979,12,19,07,1.32,295
1991-11-18T05,1991,11,18,05,1.32,296
2012-11-24T06,2012,11,24,06,1.32,297
1983-11-17T18,1983,11,17,18,1.31,298
1993-12-12T05,1993,12,12,05,1.31,299
1996-12-08T09,1996,12,08,09,1.31,300
2003-01-04T13,2003,01,04,13,1.31,301
2005-10-31T15,2005,10,31,15,1.31,302
2007-03-25T10,2007,03,25,10,1.31,303
1972-03-12T17,1972,03,12,17,1.30,304
2007-12-24T07,2007,12,24,07,1.30,305
1960-12-18T18,1960,12,18,18,1.29,306
1981-10-29T14,1981,10,29,14,1.29,307
1992-03-16T18,1992,03,16,18,1.29,308
