station 111549,,,,,,
Start Date/Time,Year,Month,Day,Hour,2-hr Precip (in),Rank
1983-09-17T20,1983,09,17,20,0.69,256
2010-06-02T04,2010,06,02,04,0.69,257
1990-05-04T06,1990,05,04,06,0.68,258
2004-05-22T19,2004,05,22,19,0.68,259
2009-07-15T04,2009,07,15,04,0.68,260
1967-06-16T19,1967,06,16,19,0.67,261
1972-07-12T21,1972,07,12,21,0.67,262
1972-08-02T05,1972,08,02,05,0.67,263
1978-07-01T23,1978,07,01,23,0.67,264
1985-07-14T07,1985,07,14,07,0.67,265
1985-07-25T13,1985,07,25,13,0.67,266
1987-07-26T18,1987,07,26,18,0.67,267
1998-06-18T20,1998,06,18,20,0.67,268
1999-05-12T07,1999,05,12,07,0.67,269
1999-06-01T20,1999,06,01,20,0.67,270
1968-05-14T03,1968,05,14,03,0.66,271
1969-09-04T21,1969,09,04,21,0.66,272
1987-07-20T20,1987,07,20,20,0.66,273
1997-08-12T06,1997,08,12,06,0.66,274
2010-05-21T09,2010,05,21,09,0.66,275
1965-08-26T23,1965,08,26,23,0.65,276
1968-06-24T16,1968,06,24,16,0.65,277
1971-09-06T02,1971,09,06,02,0.65,278
1973-05-27T16,1973,05,27,16,0.65,279
1982-06-15T04,1982,06,15,04,0.65,280
2000-05-08T23,2000,05,08,23,0.65,281
2004-05-21T20,2004,05,21,20,0.65,282
2011-06-26T22,2011,06,26,22,0.65,283
1964-09-26T17,1964,09,26,17,0.64,284
1965-07-06T17,1965,07,06,17,0.64,285
1966-06-09T06,1966,06,09,06,0.64,286
1974-05-14T16,1974,05,14,16,0.64,287
1979-05-02T21,1979,05,02,21,0.64,288
1980-08-19T07,1980,08,19,07,0.64,289
2000-08-06T16,2000,08,06,16,0.64,290
2004-06-21T12,2004,06,21,12,0.64,291
2008-06-05T01,2008,06,05,01,0.64,292
1974-09-28T23,1974,09,28,23,0.63,293
1984-05-25T06,1984,05,25,06,0.63,294
1987-07-31T11,1987,07,31,11,0.63,295
1971-05-25T00,1971,05,25,00,0.62,296
1985-07-31T04,1985,07,31,04,0.62,297
1997-09-16T22,1997,09,16,22,0.62,298
2011-08-02T00,2011,08,02,00,0.62,299
2012-07-18T21,2012,07,18,21,0.62,300
2013-06-12T18,2013,06,12,18,0.62,301
1964-07-07T12,1964,07,07,12,0.61,302
1965-08-08T13,1965,08,08,13,0.61,303
1966-05-23T19,1966,05,23,19,0.61,304
1973-09-22T01,1973,09,22,01,0.61,305
1974-06-22T08,1974,06,22,08,0.61,306
1975-07-18T04,1975,07,18,04,0.61,307
1986-09-21T08,1986,09,21,08,0.61,308
2001-08-07T19,2001,08,07,19,0.61,309
2010-06-23T17,2010,06,23,17,0.61,310
1968-08-20T03,1968,08,20,03,0.60,311
1969-06-25T19,1969,06,25,19,0.60,312
1971-07-04T23,1971,07,04,23,0.60,313
1977-08-11T06,1977,08,11,06,0.60,314
1980-06-01T06,1980,06,01,06,0.60,315
1986-09-24T21,1986,09,24,21,0.60,316
1989-07-29T23,1989,07,29,23,0.60,317
1997-06-16T02,1997,06,16,02,0.60,318
1998-08-04T11,1998,08,04,11,0.60,319
2003-07-20T22,2003,07,20,22,0.60,320
2005-07-20T13,2005,07,20,13,0.60,321
1962-07-22T16,1962,07,22,16,0.59,322
1967-06-07T12,1967,06,07,12,0.59,323
1973-07-13T21,1973,07,13,21,0.59,324
1979-06-18T03,1979,06,18,03,0.59,325
2003-05-04T21,2003,05,04,21,0.59,326
2009-05-06T16,2009,05,06,16,0.59,327
2012-07-19T04,2012,07,19,04,0.59,328
1963-07-13T10,1963,07,13,10,0.58,329
1965-09-20T14,1965,09,20,14,0.58,330
1980-09-16T20,1980,09,16,20,0.58,331
1992-07-13T19,1992,07,13,19,0.58,332
1999-09-28T13,1999,09,28,13,0.58,333
2003-08-03T13,2003,08,03,13,0.58,334
2004-07-09T14,2004,07,09,14,0.58,335
2007-06-19T01,2007,06,19,01,0.58,336
2011-08-13T13,2011,08,13,13,0.58,337
2013-07-19T21,2013,07,19,21,0.58,338
1964-09-10T16,1964,09,10,16,0.57,339
1977-05-31T01,1977,05,31,01,0.57,340
1993-06-14T04,1993,06,14,04,0.57,341
1995-05-09T20,1995,05,09,20,0.57,342
1996-05-28T14,1996,05,28,14,0.57,343
1962-08-06T03,1962,08,06,03,0.56,344
1984-09-25T11,1984,09,25,11,0.56,345
1987-08-26T05,1987,08,26,05,0.56,346
1988-08-10T12,1988,08,10,12,0.56,347
2002-09-02T10,2002,09,02,10,0.56,348
1967-09-20T20,1967,09,20,20,0.55,349
1975-08-22T04,1975,08,22,04,0.55,350
1985-09-08T15,1985,09,08,15,0.55,351
2003-08-02T20,2003,08,02,20,0.55,352
1968-06-29T09,1968,06,29,09,0.54,353
1968-07-23T15,1968,07,23,15,0.54,354
1975-05-30T16,1975,05,30,16,0.54,355
1989-08-13T19,1989,08,13,19,0.54,356
1992-07-30T10,1992,07,30,10,0.54,357
1999-05-11T22,1999,05,11,22,0.54,358
2006-06-10T03,2006,06,10,03,0.54,359
2006-08-18T21,2006,08,18,21,0.54,360
2006-08-24T05,2006,08,24,05,0.54,361
2011-06-09T07,2011,06,09,07,0.54,362
2012-07-24T06,2012,07,24,06,0.54,363
1964-06-14T22,1964,06,14,22,0.53,364
1965-08-06T20,1965,08,06,20,0.53,365
1968-06-23T16,1968,06,23,16,0.53,366
1973-09-17T07,1973,09,17,07,0.53,367
1984-09-23T02,1984,09,23,02,0.53,368
1986-09-22T21,1986,09,22,21,0.53,369
1990-08-10T19,1990,08,10,19,0.53,370
2003-05-01T00,2003,05,01,00,0.53,371
2009-08-16T14,2009,08,16,14,0.53,372
2010-06-27T09,2010,06,27,09,0.53,373
1963-09-28T22,1963,09,28,22,0.52,374
1966-05-11T22,1966,05,11,22,0.52,375
1969-05-18T00,1969,05,18,00,0.52,376
1971-09-19T07,1971,09,19,07,0.52,377
1975-06-27T17,1975,06,27,17,0.52,378
1975-07-23T19,1975,07,23,19,0.52,379
1979-08-17T22,1979,08,17,22,0.52,380
1981-09-26T09,1981,09,26,09,0.52,381
1991-09-03T13,1991,09,03,13,0.52,382
